@relation 'train-weka.filters.unsupervised.attribute.Remove-V-R28,61,67,86,130,145,147,176,232,235,287,310,332,426,470,481,649-650,873,886,1205,1769,1'

@attribute D27 numeric
@attribute D60 numeric
@attribute D66 numeric
@attribute D85 numeric
@attribute D129 numeric
@attribute D144 numeric
@attribute D146 numeric
@attribute D175 numeric
@attribute D231 numeric
@attribute D234 numeric
@attribute D286 numeric
@attribute D309 numeric
@attribute D331 numeric
@attribute D425 numeric
@attribute D469 numeric
@attribute D480 numeric
@attribute D648 numeric
@attribute D649 numeric
@attribute D872 numeric
@attribute D885 numeric
@attribute D1204 numeric
@attribute D1768 numeric
@attribute Activity numeric

@data
1,0.0588,0,0,0,0,0,0.151475,0,0,0,0,0,0,0.166667,0.25,0,0,0,0,1,0,1
0,0.117647,0,0.0209,0.0526,0,0.0952,0.198403,0,0,0,0,0,0,0,0,0.166667,0.0833,0.25,0,0,0,0
1,0,0.0524,0,0,0,0.214286,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0
0,0,0.323477,0,0,0,0,0.114544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.106673,0,0,0,0.0238,0.103358,0,0,0,0,0,0,0.166667,0,0,0.0833,0,0,0,0,1
0,0,0.113548,0.00504,0.157895,0,0.142857,0.103358,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0398,0,0,0,0.142857,0.105976,0,0,0,0,1,0,0.166667,0,0,0,0,0,0,0,1
0,0.0719,0.161739,0,0,0,0,0.131651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0275,0.0157,0,0,0,0.0714,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.294118,0,0.088,0.105263,0.0303,0.238095,0.276613,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.470588,0,0,0,0,0.0952,0.58783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0232,0,0,0,0.142857,0.103358,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,0
1,0,0.106673,0,0,0,0.0238,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0,0.0232,0.0482,0.105263,0,0.309524,0.119926,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0
0,0.0294,0,0.022,0,0.0303,0.285714,0.163428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0588,0.0449,0,0,0,0.238095,0.233944,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
1,0,0.115657,0,0,0,0.0714,0.103358,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,1
0,0,0.102103,0.0139,0.0526,0,0.142857,0.0971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0275,0.0292,0,0,0,0.214286,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
1,0.0752,0.0506,0,0,0,0.404762,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0294,0.0157,0.0341,0.105263,0,0.0476,0.139886,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,0
1,0,0.0879,0,0,0,0.428571,0.105157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0515,0,0,0,0.119048,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0588,0,0,0,0,0.0476,0.156388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0.103358,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
0,0.0275,0,0.0979,0.210526,0.0909,0.0952,0.11517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0.103358,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1
1,0.0202,0.0798,0,0,0,0.404762,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0542,0,0,0,0.214286,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0313,0.0381,0.105263,0.0303,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0
1,0,0.0524,0,0,0,0.285714,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0
1,0,0.0136,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0.166667,0,0,0.333333,0,0,0,0,0
1,0.117647,0,0.022,0.0526,0,0.261905,0.209807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0506,0,0,0,0.404762,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.055,0.0271,0,0,0,0.0952,0.103358,0,0,0,0,0,0,0.333333,0,0,0,0,0,1,0,1
1,0,0.0575,0,0,0,0.238095,0.103358,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,0
1,0,0.128307,0,0,0,0.52381,0.103358,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,1
1,0.470588,0.0271,0,0,0,0.238095,0.418758,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0.104023,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0759,0,0,0,0.309524,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0136,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,1
0,0,0.0157,0,0,0,0.0714,0.103358,0,0,0,0,0.333333,0,0,0,0,0,0.5,0,1,0,0
1,0.0294,0,0,0,0,0,0.124053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.028,0,0,0,0.0952,0.228343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0588,0,0,0,0,0,0.129269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0.0476,0.106054,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0
0,0.0376,0.0253,0,0,0,0.261905,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0294,0.0389,0,0,0,0.119048,0.108749,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,1
1,0,0.0506,0,0,0,0.380952,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0275,0.0506,0,0,0,0.309524,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0.0136,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0
0,0,0,0,0,0,0,0.103358,0,0,0,0.25,0,0,0,0,0,0.0833,0,0,0,0,0
0,0.143742,0,0.099,0.157895,0,0,0.104516,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
0,0.0719,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0942,0,0,0,0.142857,0.103358,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,1
1,0.0588,0,0.113023,0.157895,0.0606,0.0238,0.1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0376,0.0895,0,0,0,0.666667,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0.0833,0.25,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.103358,0,0.544087,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0719,0,0.099,0.105263,0,0,0.105061,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0913,0,0,0,0.309524,0.103358,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1
1,0,0.0136,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0895,0,0,0,0.357143,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0.0588,0,0,0,0,0.214286,0.109217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0952,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1
0,0,0.323477,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0449,0,0,0,0.47619,0.175786,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
1,0,0.132158,0.00852,0.157895,0,0.238095,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.055,0.0247,0,0,0,0.0476,0.103358,0,0,0,0.25,0,0,0.166667,0,0,0,0,0,1,0,1
1,0,0.0208,0,0,0,0.190476,0.113534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0462,0,0,0,0.238095,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0.0588,0,0,0,0,0.0238,0.113436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0714,0.105617,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0895,0,0,0,0.285714,0.103358,0,0,0,0,0,0,0.0833,0.25,0,0,0,0,0,0,1
1,0,0,0.121716,0.157895,0,0,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
1,0.176471,0.0271,0,0,0,0.238095,0.180199,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0.0714,0.106793,0,0,0,0,0,0,0.166667,0.25,0,0,0,0,0,0,1
0,0.0124,0.0313,0,0,0,0.285714,0.119839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0588,0,0,0,0,0,0.150644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0294,0,0,0,0,0.0238,0.0974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.161739,0,0,0,0.142857,0.0943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,1
0,0,0.13674,0,0,0,0.52381,0.173842,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,1
0,0,0.262637,0,0,0,0.333333,0.103358,0,0,0,0,0,0,0.333333,0,0,0.166667,0,0.125,0,0,0
1,0,0,0,0,0,0,0.103358,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0759,0,0,0,0.285714,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0407,0,0,0,0,0.141982,0,0,0,0,0,0,0.166667,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0.139535,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
1,0.0275,0.0247,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
1,0,0.0181,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
1,0,0.0304,0,0,0,0.0476,0.103358,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0.0714,0.0972,0,0,0,0.25,0,0,0,0,0,0.166667,0,0,0,0,0
1,0.0882,0,0,0,0,0.0238,0.162418,0,0,0,0,0,0,0.166667,0.25,0,0,0,0,0,0,1
0,0.0294,0,0,0,0,0.428571,0.1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0232,0,0,0,0.0952,0.103358,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0
1,0,0.0759,0,0,0,0.261905,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.114956,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,1
1,0,0.115657,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0
0,0.0882,0,0.150505,0.157895,0.0303,0.0714,0.169068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.117647,0,0,0,0,0.0952,0.194793,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0313,0.186688,0.315789,0.0606,0.190476,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0275,0.0759,0,0,0,0.547619,0.116986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.646954,0.0161,0.0526,0,0.190476,0.0899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0449,0,0,0,0.166667,0.120708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0588,0,0,0,0,0.166667,0.130725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.105032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0642,0,0,0,0.261905,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0464,0,0,0,0.309524,0.130053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0642,0,0,0,0.238095,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
1,0,0.1012,0,0,0,0.595238,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0275,0.0364,0.044,0.105263,0,0.238095,0.111986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.103007,0,0,0,0.452381,0.103358,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,1
0,0,0.0258,0,0,0,0.166667,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0573,0,0,0,0.190476,0.158241,0,0,0,0,0,0,0.166667,0,0,0,0,0,1,1,1
1,0.0294,0,0,0,0,0,0.110151,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0
0,0.117647,0,0,0,0,0.0476,0.186415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.470588,0,0,0,0,0.0238,0.490731,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0524,0,0,0,0.166667,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0
1,0,0.19249,0,0,0,0.142857,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0,0.113548,0,0,0,0.190476,0.109071,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0
0,0.0719,0,0,0,0,0,0.119356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0
1,0,0,0,0,0,0.119048,0.132748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.214286,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.161739,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.147059,0,0,0,0,0,0.217645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.176471,0,0,0,0,0,0.247302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.117765,0,0,0,0.261905,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,0,0,0,0,0,0,0.132826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.115657,0,0,0,0.333333,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0476,0.107443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0294,0,0,0,0,0,0.115611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0136,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,1
1,0.117647,0.0136,0,0,0,0.0952,0.197189,0,0,0,0,0,0,0.166667,0.25,0,0,0,0,0,0,0
0,0.0275,0,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0
1,0,0.0271,0,0,0,0.0714,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
1,0,0.0253,0,0,0,0.0952,0.103358,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,1
0,0,0.0232,0,0,0,0.190476,0.110623,0,0,0,0.25,0,0,0.0833,0,0,0.166667,0,0,0,0,0
1,0,0.0136,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0.166667,0,0,0.0833,0,0,0,0,0
1,0.0294,0,0,0,0,0,0.169348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0729,0,0,0,0.214286,0.103358,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0
1,0,0.0304,0.0104,0,0,0.309524,0.103358,0,0,0,0,0,0,0.0833,0,0,0,0,0,1,0,1
0,0.0275,0,0,0,0,0.0714,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.161739,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,1
0,0.0124,0.0313,0,0,0,0.357143,0.121646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0584,0,0,0,0.119048,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0232,0,0,0,0.142857,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.382353,0,0,0,0,0.0238,0.480905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0588,0,0,0,0,0.190476,0.104651,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
0,0.0882,0,0,0,0,0,0.159037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0882,0,0,0,0,0.142857,0.151043,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
1,0,0.25842,0,0,0,0.119048,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0.166667,0.0985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0457,0.676523,0,0,0,0.5,0.0506,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1,0
1,0.0588,0.0506,0,0,0,0.333333,0.155308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0114,0,0,0,0.0952,0.0945,0,0,0,0.25,0,0,0.166667,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0.0238,0.0965,0,0,0,0,0,0,0,0,0,0.0833,0,0,1,0,0
0,0.067,0,0,0,0,0.142857,0.116485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0626,0,0,0,0.214286,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.115657,0,0,0,0.0238,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.166667,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.072,0,0,0,0.166667,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0
1,0,0.0136,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0271,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0
1,0,0.0506,0,0,0,0.428571,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0248,0.0626,0,0,0,0.47619,0.13479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.238095,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.1012,0,0,0,0.666667,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,0
0,0,0.188846,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0275,0,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0181,0,0,0,0.0714,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
1,0.0882,0,0.118072,0.210526,0.0606,0.0476,0.168556,0,0,0,0,0,0,0.0833,0.25,0,0,0,0,0,0,0
1,0,0,0.136083,0.157895,0.0303,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,1
0,0,0.161739,0,0,0,0.333333,0.110289,0,0,0,0.25,0,0,0.0833,0.25,0,0,0,0,0,0,0
0,0,0.161739,0,0,0,0,0.108601,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
0,0.264706,0,0.266517,0.315789,0.0909,0.5,0.204808,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
1,0.0294,0,0,0,0,0.0476,0.139272,0,0,0,0,0,0,0.166667,0.25,0,0,0,0,0,0,1
0,0,0,0,0,0,0.0952,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0449,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,1
0,0.0294,0,0.0751,0.210526,0.0606,0.166667,0.116673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0136,0,0,0,0.190476,0.103358,0,0,0,0,0,0,0.166667,0,0,0.166667,0,0,0,0,0
1,0.0294,0.0506,0,0,0,0.309524,0.131505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.140956,0,0,0,0.166667,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0689,0,0.0209,0.0526,0,0.547619,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.0275,0.0253,0.044,0.105263,0,0.166667,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0356,0.500814,0.0135,0.105263,0,0.238095,0.115515,0.5,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,1
1,0.065,0,0,0,0,0.119048,0.157006,0,0,0,0,0,0,0.166667,0.25,0,0,0,0,0,0,1
1,0.0202,0.140956,0,0,0,0.404762,0.119717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.102103,0,0,0,0.0714,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0275,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0136,0,0,0,0,0.115494,0,0,0,0,0,0,0.0833,0.25,0,0,0,0,0,0,1
0,0,0.0292,0,0,0,0.0952,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0.0294,0,0,0,0,0.0238,0.12654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.190476,0.0932,0,0,0.5,0.25,0,0,0,0,0,0.166667,0,0,0,0,0
1,0.0588,0.0157,0,0,0,0.571429,0.119308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0588,0,0,0,0,0.119048,0.145869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0588,0,0,0,0,0.0476,0.168182,0,0,0,0,0,0,0.166667,0.25,0,0,0,0,0,0,1
1,0.0202,0.0895,0,0,0,0.452381,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,1,0,1
0,0,0.0211,0,0,0,0.0714,0.103358,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0
1,0.0202,0.0506,0,0,0,0.261905,0.121675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0271,0,0,0,0.142857,0.103358,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1
0,0,0.438531,0,0,0,0,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
1,0,0.0407,0,0,0,0.0238,0.123527,0,0,0,0,0,0,0.166667,0,0,0,0,0,1,0,0
0,0,0,0.00852,0.105263,0,0.142857,0.103358,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,0
0,0.0882,0,0.116412,0.263158,0.0606,0,0.171161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0136,0,0,0,0.0714,0.103358,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,1
0,0,0.125295,0,0,0,0.119048,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0789,0,0,0,0.214286,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0356,0.500814,0.0135,0.105263,0,0.214286,0.11572,0.5,0,0,0,0.333333,0,0.333333,0,0,0,0,0,0,0,1
0,0.067,0.0253,0,0,0,0.357143,0.171855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0271,0,0,0,0.0714,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
1,0.0275,0,0.0301,0.0526,0.0909,0.238095,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0.102103,0.00504,0.157895,0,0.309524,0.103358,0,0,0,0,0,0,0,0,0,0.333333,0.5,0,0,0,0
1,0,0.072,0,0,0,0.119048,0.103358,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0.10458,0,0,0,0,0,0,0.166667,0.25,0,0,0,0,0,0,1
1,0,0.0584,0,0,0,0.0952,0.103358,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0.0476,0.103358,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0
0,0.117647,0.0313,0,0,0,0.142857,0.150589,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.0719,0.161739,0,0,0,0.0238,0.116926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0.0762,0.157895,0,0,0.103358,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0.125077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.102103,0,0,0,0.0238,0.103358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0588,0,0.0148,0.0526,0,0.333333,0.12774,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0.103007,0,0,0,0.5,0.103358,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,1
1,0,0.0449,0,0,0,0.166667,0.119703,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,1
